Funciones,Personas a cargo,Incentivos,UbicaciÃ³n,details,Idiomas,Info Otros Países,technologies,link,Experiencia,textos_limpios,company_name,FormaciÃ³n MÃ­nima,Nivel Profesional,+ Países,additional_info,date,job_name,Tipo contrato,Imprescindible Residir,CVs inscritos en el proceso,Ubicación,Número de puestos,Jornada,Formación Mínima,Salario,offer_id,Otras Provincias,tecnologias,textos_limpios,tecnologias
Jefe de Equipo,,,,,,,"['IT', 'software']",https://www.tecnoempleo.com/director-it-cliente-final-sector-legal-presencial/it-software/rf-bada176d321cb3a62e4f,1 año,Jefe de Equipo,Michael Page,,Empleado,,,11/09/2024,Director IT Cliente Final sector Legal,Indefinido,,7,Madrid (Presencial),,Jornada completa,,,bada176d321cb3a62e4f,,"IT, software, Jefe de Equipo",Jefe de Equipo,"IT, software, Jefe de Equipo"
Jefe de Proyecto,,,,,,,"['ITIL', 'scrum', 'PMP']",https://www.tecnoempleo.com/responsable-evolucion-tecnologica-barcelona/itil-scrum-pmp/rf-18081e36923033c72b40,3-5 años,Jefe de Proyecto,Page Personnel,,Empleado,,,11/09/2024,Responsable de evolución Tecnológica,Indefinido,,12,Barcelona - España,,Jornada completa,,33.000 € - 42.000 € Bruto/año,18081e36923033c72b40,,"ITIL, scrum, PMP, Jefe de Proyecto",Jefe de Proyecto,"ITIL, scrum, PMP, Jefe de Proyecto"
Consultor,,,,,,,['ISO 27001'],https://www.tecnoempleo.com/consultor-continuidad-negocio-madrid/iso-27001/rf-382e1f9372b5738d6240,1 año,Consultor,GMV,,Empleado,,,11/09/2024,Consultor/a de Continuidad de Negocio,Indefinido,,7,Madrid - España,2,Jornada completa,,,382e1f9372b5738d6240,,"ISO 27001, Consultor",Consultor,"ISO 27001, Consultor"
Big Data,,,,,,,"['BI', 'ETL', 'Power BI']",https://www.tecnoempleo.com/consultor-bi-con-ingles-espanol-barcelona/bi-etl-power-bi-excel-sql-server/rf-7a55185212f213948342,3 años,Big DataConsultor,Babel Profiles,,Empleado,,,11/09/2024,Consultor BI con inglés y español,Indefinido,,8,Barcelona - España,,Jornada completa,,,7a55185212f213948342,,"BI, ETL, Power BI, Excel, SQL Server, Big Data, Consultor",Big DataConsultor,"BI, ETL, Power BI, Excel, SQL Server, Big Data, Consultor"
Programador,,,,,,,"['SOA', 'webservices']",https://www.tecnoempleo.com/desarrollador-soa-osb-hibrido/soa-webservices/rf-ea461e7092fd0381ca48,3-5 años,Programador,Grupo Digital,,Especialista,,,11/09/2024,Desarrollador/a SOA/OSB,Indefinido,,6,Madrid (Híbrido),,Jornada completa,FP2/Grado Superior,,ea461e7092fd0381ca48,,"SOA, webservices, Programador",Programador,"SOA, webservices, Programador"
Analista Programador,,,,,,,"['Navision', 'Dynamics']",https://www.tecnoempleo.com/responsable-nav-valencia/navision-dynamics/rf-83b910bee2f5430c6340,3-5 años,Analista Programador,HAYS,,Empleado,,,11/09/2024,Responsable NAV,Indefinido,,3,Valencia - España,,Jornada completa,,,83b910bee2f5430c6340,,"Navision, Dynamics, Analista Programador",Analista Programador,"Navision, Dynamics, Analista Programador"
Programador,,,,,,,"['react', 'Next', 'React']",https://www.tecnoempleo.com/desarrollador-frontend-react-hibrido/react-next-react-graphql/rf-b95f17ede2f543f0ee41,3 años,Programador,Michael Page,,Empleado,,,11/09/2024,Desarrollador/a Frontend React,Indefinido,,18,Málaga (Híbrido),,Jornada completa,,30.000 € - 42.000 € Bruto/año,b95f17ede2f543f0ee41,,"react, Next, React, Graphql, Programador",Programador,"react, Next, React, Graphql, Programador"
Consultor,,,,,,,['SAP'],https://www.tecnoempleo.com/sap-ssff-business-partner-healthcare-madrid/sap/rf-8cb1151232e2f3bae74b,1 año,Consultor,Michael Page,,Empleado,,,11/09/2024,SAP SSFF Business Partner-Healthcare,Indefinido,,4,Madrid - España,,Jornada completa,,72.000 € - 80.000 € Bruto/año,8cb1151232e2f3bae74b,,"SAP, Consultor",Consultor,"SAP, Consultor"
Arquitecto TIC,,,,,,,['agile'],https://www.tecnoempleo.com/arquitecto-soluciones-multitecnologia-hibrido/agile/rf-6568177e22f7f3e3e94d,Más de 5 años,Arquitecto TIC,Grupo Digital,,Especialista,,,11/09/2024,Arquitecto Soluciones Multitecnología,Indefinido,,10,Madrid (Híbrido),,Jornada completa,FP2/Grado Superior,39.000 € - 54.000 € Bruto/año,6568177e22f7f3e3e94d,,"agile, Arquitecto TIC",Arquitecto TIC,"agile, Arquitecto TIC"
Marketing,,,,,,,"['HubSpot', 'SQL']",https://www.tecnoempleo.com/marketing-automation-operations-remoto/hubspot-sql/rf-8b341321c222739e014d,3-5 años,Marketing,Semrush,,Empleado,,,11/09/2024,Marketing Automation (Operations),Indefinido,España,17,100% En remoto,,Jornada completa,,,8b341321c222739e014d,,"HubSpot, SQL, Marketing",Marketing,"HubSpot, SQL, Marketing"
Marketing,,,,,,,['Marketing'],https://www.tecnoempleo.com/responsable-marketing-comercial-la-rioja/marketing/rf-305c13fcd23c337a7d49,1 año,Marketing,HAYS,,Empleado,,,11/09/2024,Responsable Marketing Comercial,Indefinido,,8,"Logroño, Logroño - La Rioja España",,Jornada completa,,,305c13fcd23c337a7d49,,"Marketing, Marketing",Marketing,"Marketing, Marketing"
Marketing,,,Lleida (Presencial),,,,['marketing'],https://www.tecnoempleo.com/ecommerce-manager-presencial/marketing/rf-33f01209b2e383192d41,3 aÃ±os,Marketing,Page Personnel,,Empleado,,,11/09/2024,Ecommerce Manager,Indefinido,,2,,,Jornada completa,,,33f01209b2e383192d41,,"marketing, Marketing",Marketing,"marketing, Marketing"
Ciberseguridad,,,,,,,"['ISO 27001', 'ISO 22301', 'NIST']",https://www.tecnoempleo.com/ingeniero-junior-en-seguridad-madrid/iso-27001-iso-22301-nist-cobit/rf-aae81945124cf3b20746,2 años,Ciberseguridad,GMV,,Empleado,,,11/09/2024,Ingeniero/a Junior en Seguridad,Indefinido,,39,Madrid - España,,Jornada completa,,,aae81945124cf3b20746,,"ISO 27001, ISO 22301, NIST, COBIT, Ciberseguridad",Ciberseguridad,"ISO 27001, ISO 22301, NIST, COBIT, Ciberseguridad"
Programador,,,,,,,"['PHP', 'angular']",https://www.tecnoempleo.com/fullstack-php-angular-developer-barcelona/php-angular/rf-715e1ca9127193b29341,3 años,Programador,Page Personnel,,Empleado,,,11/09/2024,Fullstack PHP - Angular Developer,Indefinido,,14,Barcelona - España,,Jornada completa,,,715e1ca9127193b29341,,"PHP, angular, Programador",Programador,"PHP, angular, Programador"
Analista Programador,,,,,,,['C++'],https://www.tecnoempleo.com/analista-desarrollador-c-las-palmas-gran-canaria/c/rf-355215fab23b4353334e,2 años,Analista ProgramadorProgramador,Page Personnel,,Empleado,,,11/09/2024,Analista desarrollador C++,Indefinido,,5,Las Palmas De Gran Canaria España,,Intensiva Mañana,,18.000 € - 27.000 € Bruto/año,355215fab23b4353334e,,"C++, Analista Programador, Programador",Analista ProgramadorProgramador,"C++, Analista Programador, Programador"
Soporte Técnico,,,,,,,"['Windows', 'Apple']",https://www.tecnoempleo.com/it-specialist-madrid/windows-apple/rf-bdc01d1e620ef389244b,3-5 años,Soporte Técnico,Page Personnel,,Empleado,,,11/09/2024,IT Specialist,Indefinido,,26,Madrid - España,,Jornada completa,,30.000 € - 36.000 € Bruto/año,bdc01d1e620ef389244b,,"Windows, Apple, Soporte Técnico",Soporte Técnico,"Windows, Apple, Soporte Técnico"
Soporte Técnico,,,,,,,"['json', 'ORACLE', 'PL/SQL']",https://www.tecnoempleo.com/soporte-incidencias-oracle-json-presencial/json-oracle-pl-sql-java/rf-13421cdd2228033aef4a,3 años,Soporte Técnico,Grupo Digital,,Empleado,,,11/09/2024,Soporte incidencias ORACLE + JSON,Indefinido,,15,Madrid (Presencial),,Jornada completa,FP2/Grado Superior,27.000 € - 33.000 € Bruto/año,13421cdd2228033aef4a,,"json, ORACLE, PL/SQL, Java, Soporte Técnico",Soporte Técnico,"json, ORACLE, PL/SQL, Java, Soporte Técnico"
Jefe de Equipo,,,,,,,"['SAP', 'HANA']",https://www.tecnoempleo.com/sap-s4-hana-finance-team-lead-hibrido/sap-hana/rf-ab2e11a82231b3f9184a,1 año,Jefe de Equipo,HAYS,,Empleado,,,11/09/2024,SAP S4/HANA Finance Team Lead,A determinar,,3,Madrid (Híbrido),,Jornada completa,,,ab2e11a82231b3f9184a,,"SAP, HANA, Jefe de Equipo",Jefe de Equipo,"SAP, HANA, Jefe de Equipo"
Jefe de Proyecto,,,,,,,['PMP'],https://www.tecnoempleo.com/it-project-manager-infrastructure-hibrido/pmp/rf-0b721d6ad24a235f6348,1 año,Jefe de Proyecto,Michael Page,,Empleado,,,11/09/2024,IT Project Manager (Infrastructure),Indefinido,,18,Madrid (Híbrido),,Jornada completa,,36.000 € - 45.000 € Bruto/año,0b721d6ad24a235f6348,,"PMP, Jefe de Proyecto",Jefe de Proyecto,"PMP, Jefe de Proyecto"
Programador,,,,,,,"['Angular', 'GIS', 'UX/UI']",https://www.tecnoempleo.com/ingeniero-software-front-end-angular-hibrido/angular-gis-ux-ui/rf-ab0d186822ddf3fd4741,3 años,Programador,GMV,,Empleado,,,11/09/2024,Ingeniero/a software Front-end Angular,Indefinido,,22,Madrid (Híbrido),,Jornada completa,,,ab0d186822ddf3fd4741,,"Angular, GIS, UX/UI, Programador",Programador,"Angular, GIS, UX/UI, Programador"
Jefe de Proyecto,,,,,,,"['Ciberseguridad', 'cloud']",https://www.tecnoempleo.com/gerente-cuentas-it-hibrido/ciberseguridad-cloud/rf-58b11b92129a03772046,3 años,Jefe de Proyecto,Nextret,,Especialista,,,11/09/2024,Gerente de Cuentas IT,Indefinido,,15,Barcelona (Híbrido),,Jornada completa,FP2/Grado Superior,,58b11b92129a03772046,,"Ciberseguridad, cloud, Jefe de Proyecto",Jefe de Proyecto,"Ciberseguridad, cloud, Jefe de Proyecto"
Ingenieros/Industria,,,,,,,"['MES', 'SCADA']",https://www.tecnoempleo.com/mes-engineer-presencial/mes-scada/rf-20e619f3e28d13474c4f,3 años,Ingenieros/Industria,HAYS,,Empleado,,,11/09/2024,MES Engineer,Indefinido,,2,Barcelona (Presencial),,Jornada completa,,,20e619f3e28d13474c4f,,"MES, SCADA, Ingenieros/Industria",Ingenieros/Industria,"MES, SCADA, Ingenieros/Industria"
Marketing,,,,,,,['marketing'],https://www.tecnoempleo.com/content-manager-pr-barcelona/marketing/rf-4d66163712f9335e114f,3-5 años,Marketing,Page Personnel,,Empleado,,,11/09/2024,Content Manager & PR,Indefinido,,15,Barcelona - España,,Jornada completa,,,4d66163712f9335e114f,,"marketing, Marketing",Marketing,"marketing, Marketing"
Programador,,,,,,,['php'],https://www.tecnoempleo.com/desarrollador-php-gipuzkoa/php/rf-d6e0106992f6e3deb649,1 año,Programador,HAYS,,Empleado,,,11/09/2024,Desarrollador PHP,Indefinido,,10,"Guipúzcoa, Guipúzcoa - Gipuzkoa España",,Jornada completa,,,d6e0106992f6e3deb649,,"php, Programador",Programador,"php, Programador"
Jefe de Equipo,,,,,,,['proptech'],https://www.tecnoempleo.com/head-of-operations-start-up-proptech-madrid/proptech/rf-3daf126de258432ace41,1 año,Jefe de Equipo,Michael Page,,Empleado,,,11/09/2024,Head of Operations - Start up Proptech,Indefinido,,5,Madrid - España,,Jornada completa,,48.000 € - 74.000 € Bruto/año,3daf126de258432ace41,,"proptech, Jefe de Equipo",Jefe de Equipo,"proptech, Jefe de Equipo"
Consultor,,,,,,,"['Dynamics 365', 'Dynamics AX']",https://www.tecnoempleo.com/consultor-dynamics-365fo-ax-barcelona/dynamics-365-dynamics-ax/rf-75e4186712c2630d8f4c,3 años,Consultor,Michael Page,,Empleado,,,11/09/2024,Consultor Dynamics 365FO/AX,Indefinido,,1,Barcelona - España,,Jornada completa,,,75e4186712c2630d8f4c,,"Dynamics 365, Dynamics AX, Consultor",Consultor,"Dynamics 365, Dynamics AX, Consultor"
Analista,,,,,,,['cobol'],https://www.tecnoempleo.com/analista-cobol-rea-nucleo-remoto/cobol/rf-f7fb1cbff26b437c054b,3 años,Analista,Grupo Digital,,Empleado,,,11/09/2024,Analista Cobol - Área Núcleo,Indefinido,,11,100% En remoto,,Jornada completa,Postgrado EEES (Máster),,f7fb1cbff26b437c054b,,"cobol, Analista",Analista,"cobol, Analista"
Programador,,,,,,,"['JavaScript', 'Java']",https://www.tecnoempleo.com/desarrollador-web-fullstack-java-javascript-madrid/javascript-java/rf-79d917ddd2d383e86f4d,2 años,ProgramadorAnalista Programador,Second Window,,Empleado,,,11/09/2024,Desarrollador/a web FullStack Java y JavaScript,Indefinido,,108,Madrid - España,,Intensiva Mañana,FP2/Grado Superior,,79d917ddd2d383e86f4d,,"JavaScript, Java, Programador, Analista Programador",ProgramadorAnalista Programador,"JavaScript, Java, Programador, Analista Programador"
Arquitecto TIC,,,,,,,['SAP'],https://www.tecnoempleo.com/sap-successfactors-integration-architect-madrid/sap/rf-8140169fc25933b80946,1 año,Arquitecto TIC,Michael Page,,Empleado,,,11/09/2024,SAP SuccessFactors Integration Architect,Indefinido,,0,Madrid - España,,Jornada completa,,74.000 € - 84.000 € Bruto/año,8140169fc25933b80946,,"SAP, Arquitecto TIC",Arquitecto TIC,"SAP, Arquitecto TIC"
Marketing,,,,,,,"['Marketing', 'SEO']",https://www.tecnoempleo.com/digital-marketing-barcelona/marketing-seo/rf-f65414a2b2e253dd8c45,3 años,MarketingSEO/Posicionamiento Web,Page Personnel,,Empleado,,,11/09/2024,Digital Marketing,Indefinido,,34,Barcelona - España,,Jornada completa,,45.000 € - 48.000 € Bruto/año,f65414a2b2e253dd8c45,,"Marketing, SEO, Marketing, SEO/Posicionamiento Web",MarketingSEO/Posicionamiento Web,"Marketing, SEO, Marketing, SEO/Posicionamiento Web"
Ingenieros/Industria,,,,,,,['CAD'],https://www.tecnoempleo.com/ingeniero-mecanico-hibrido/cad/rf-7682194222af73aabf4d,3-5 años,Ingenieros/Industria,Michael Page,,Empleado,,,11/09/2024,Ingeniero Mecánico,Indefinido,,8,Barcelona (Híbrido),,Jornada completa,,39.000 € - 48.000 € Bruto/año,7682194222af73aabf4d,,"CAD, Ingenieros/Industria",Ingenieros/Industria,"CAD, Ingenieros/Industria"
Ingenieros/Industria,,,,,,,"['Autocad', 'Solidworks']",https://www.tecnoempleo.com/ingeniero-proyectista-diseno-junior-valencia/autocad-solidworks/rf-f3e917d2d2c943bd6d47,1 año,Ingenieros/Industria,HAYS,,Empleado,,,11/09/2024,Ingeniero/a proyectista diseño junior,Indefinido,,15,"Valencia, Alzira - Valencia España",,Jornada completa,,,f3e917d2d2c943bd6d47,,"Autocad, Solidworks, Ingenieros/Industria",Ingenieros/Industria,"Autocad, Solidworks, Ingenieros/Industria"
Marketing,,,,,,,"['marketing', 'Power BI', 'excel']",https://www.tecnoempleo.com/crm-specialist-presencial/marketing-power-bi-excel/rf-1338122a72f7f3954948,3 años,Marketing,Page Personnel,,Empleado,,,11/09/2024,CRM Specialist,Indefinido,,3,Lleida (Presencial),,Jornada completa,,,1338122a72f7f3954948,,"marketing, Power BI, excel, Marketing",Marketing,"marketing, Power BI, excel, Marketing"
Ingenieros/Industria,,,,,,,"['C', 'C++', 'GNSS']",https://www.tecnoempleo.com/ingeniero-senal-gnss-hibrido/c-c-gnss/rf-fd471a5712a873394a4c,2 años,Ingenieros/Industria,GMV,,Empleado,,,11/09/2024,Ingeniero/a de señal y GNSS,Indefinido,,13,Madrid (Híbrido),,Jornada completa,,,fd471a5712a873394a4c,,"C, C++, GNSS, Ingenieros/Industria",Ingenieros/Industria,"C, C++, GNSS, Ingenieros/Industria"
Arquitecto TIC,,,,,,,['API'],https://www.tecnoempleo.com/senior-enterprise-architect-hibrido/api/rf-a5e4159bd23f13378341,Más de 5 años,Arquitecto TIC,HAYS,,Empleado,,,11/09/2024,Senior Enterprise Architect,Indefinido,,3,Barcelona (Híbrido),,Jornada completa,,,a5e4159bd23f13378341,,"API, Arquitecto TIC",Arquitecto TIC,"API, Arquitecto TIC"
Diseño gráfico,,,,,,,['product design'],https://www.tecnoempleo.com/product-designer-madrid/product-design/rf-278b102912eca3389942,1 año,Diseño gráfico,Page Personnel,,Empleado,,,11/09/2024,Product designer,Indefinido,,25,Madrid - España,,Jornada completa,,27.000 € - 39.000 € Bruto/año,278b102912eca3389942,,"product design, Diseño gráfico",Diseño gráfico,"product design, Diseño gráfico"
Ingenieros/Industria,,,,,,,"['Seveso', 'Atex']",https://www.tecnoempleo.com/functional-safety-engineer-industrial-madrid/seveso-atex/rf-40b51263822d737bb548,1 año,Ingenieros/Industria,Michael Page,,Empleado,,,11/09/2024,Functional Safety Engineer - Industrial,Indefinido,,0,International - Madrid España,,Jornada completa,,,40b51263822d737bb548,,"Seveso, Atex, Ingenieros/Industria",Ingenieros/Industria,"Seveso, Atex, Ingenieros/Industria"
Consultor,,,,,,,"['AXON', 'SQL']",https://www.tecnoempleo.com/consultor-gobierno-del-dato-remoto-remoto/axon-sql/rf-1c601cf082d3839f644b,3-5 años,Consultor,Grupo Digital,,Empleado,,,11/09/2024,Consultor GOBIERNO DEL DATO   (Remoto),Indefinido,,19,100% En remoto,,Jornada completa,Postgrado EEES (Máster),,1c601cf082d3839f644b,,"AXON, SQL, Consultor",Consultor,"AXON, SQL, Consultor"
Marketing,,,,,,,"['WordPress', 'Adobe Creative Suite']",https://www.tecnoempleo.com/especialista-en-comunicacion-madrid/wordpress-adobe-creative-suite/rf-605b168cc24f1376da47,3-5 años,Marketing,Page Personnel,,Empleado,,,11/09/2024,Especialista en Comunicación,Indefinido,,92,Madrid - España,,Jornada completa,,33.000 € - 45.000 € Bruto/año,605b168cc24f1376da47,,"WordPress, Adobe Creative Suite, Marketing",Marketing,"WordPress, Adobe Creative Suite, Marketing"
Consultor,,,,,,,['Oracle Fusion Cloud'],https://www.tecnoempleo.com/oracle-fusion-cloud-finanzas-tecnico-hibrido/oracle-fusion-cloud/rf-1f101e8eb2a1b348fd4b,3 años,Consultor,Michael Page,,Empleado,,,11/09/2024,Oracle Fusion Cloud Finanzas técnico,Indefinido,,2,Barcelona (Híbrido),,Jornada completa,,,1f101e8eb2a1b348fd4b,,"Oracle Fusion Cloud, Consultor",Consultor,"Oracle Fusion Cloud, Consultor"
Jefe de Equipo,,,,,,,"['agile', 'Scrum', 'Kanban']",https://www.tecnoempleo.com/service-delivery-manager-barcelona/agile-scrum-kanban/rf-1d96195302ae232d0b4d,Más de 5 años,Jefe de EquipoJefe de Proyecto,Page Personnel,,Empleado,,,11/09/2024,Service Delivery Manager,Indefinido,,26,Barcelona - España,,Jornada completa,,,1d96195302ae232d0b4d,,"agile, Scrum, Kanban, Jefe de Equipo, Jefe de Proyecto",Jefe de EquipoJefe de Proyecto,"agile, Scrum, Kanban, Jefe de Equipo, Jefe de Proyecto"
Ingenieros/Industria,,,,,,,"['CNC', 'SolidEdge']",https://www.tecnoempleo.com/ingeniero-procesos-mecanizado-gipuzkoa/cnc-solidedge/rf-5084124cd2bb7362ae4a,1 año,Ingenieros/Industria,HAYS,,Empleado,,,11/09/2024,Ingeniero/a de procesos de mecanizado,Indefinido,,0,"Guipúzcoa, Guipúzcoa - Gipuzkoa España",,Jornada completa,,,5084124cd2bb7362ae4a,,"CNC, SolidEdge, Ingenieros/Industria",Ingenieros/Industria,"CNC, SolidEdge, Ingenieros/Industria"
I+D,,,,,,,['mecanica'],https://www.tecnoempleo.com/direccion-i-d-mecanica-elevacion-cantabria/mecanica/rf-f0111e7852dd038c2142,Más de 5 años,I+DIngenieros/Industria,Michael Page,,Empleado,,,11/09/2024,Direccion I+D mecánica - Elevación,Indefinido,,0,Cantabria - España,,Jornada completa,,,f0111e7852dd038c2142,,"mecanica, I+D, Ingenieros/Industria",I+DIngenieros/Industria,"mecanica, I+D, Ingenieros/Industria"
Programador,,,,,,,"['C', 'GPIO']",https://www.tecnoempleo.com/c-software-engineer-barcelona/c-gpio/rf-22311f71c254438cd043,3-5 años,Programador,HAYS,,Empleado,,,11/09/2024,C Software Engineer,Indefinido,,4,"Barcelona, El Prat Del Llobregat, Barcelona - Barcelona España",,Jornada completa,,,22311f71c254438cd043,,"C, GPIO, Programador",Programador,"C, GPIO, Programador"
Analista Programador,,,,,Inglés (Alto),,"['.net', 'C#', 'JavaScript']",https://www.tecnoempleo.com/desarrollador-net-remoto/net-c-javascript-aspnet-mvc/rf-8ade1ce4320aa3cb5347,2 años,Analista Programador,Krell Consulting & Training,,Empleado,,,11/09/2024,Desarrollador .Net,Indefinido,País Puesto,121,100% En remoto,4,Jornada completa,Bachillerato/COU,,8ade1ce4320aa3cb5347,,".net, C#, JavaScript, ASP.Net, MVC, Analista Programador",Analista Programador,".net, C#, JavaScript, ASP.Net, MVC, Analista Programador"
Desarrollador Web,,,,,,,"['HTML', 'CSS', 'JavaScript']",https://www.tecnoempleo.com/frontend-freelance-blazor-remoto/html-css-javascript-typescript/rf-1f161055428b1344c94d,3 años,Desarrollador WebProgramador,Tadatic,,Empleado,,,11/09/2024,Frontend Freelance Blazor,Indefinido,España,124,100% En remoto,,Jornada completa,,,1f161055428b1344c94d,,"HTML, CSS, JavaScript, TypeScript, Desarrollador Web, Programador",Desarrollador WebProgramador,"HTML, CSS, JavaScript, TypeScript, Desarrollador Web, Programador"
Tester,,,,,,,['JIRA'],https://www.tecnoempleo.com/om-testing-lead-madrid/jira/rf-029210a982e823e2e648,1 año,Tester,HAYS,,Empleado,,,11/09/2024,OM Testing Lead,Indefinido,,2,"Madrid, Madrid - Madrid España",,Jornada completa,,,029210a982e823e2e648,,"JIRA, Tester",Tester,"JIRA, Tester"
Desarrollador Web,,,,,,,['shopify'],https://www.tecnoempleo.com/desarrollador-web-espana/shopify/rf-aa511ac192b24300af41,2 años,Desarrollador WebProgramador,Page Personnel,,Empleado,,,11/09/2024,Desarrollador/a web,Indefinido,,76,España,,Jornada completa,,21.000 € - 27.000 € Bruto/año,aa511ac192b24300af41,,"shopify, Desarrollador Web, Programador",Desarrollador WebProgramador,"shopify, Desarrollador Web, Programador"
